shipment_id,delivery_id,claim_id,ship_date,delivery_date,calculated_delay,stock_level,reorder_threshold,reorder_flag,claim_date,resolved_date,claim_age,reason,amount_claimed,claim_status
S00589,D00588,,2025-05-10,2025-05-13,3,505.0,188.0,False,,,,,,
S00590,D00589,,2025-06-19,2025-06-25,6,,,False,,,,,,
S00591,D00590,C00013,2025-06-08,2025-06-12,4,537.0,199.0,False,2025-07-17,2025-07-24,7.0,Incorrect Delivery,992.96,Pending
S00591,D00590,C00013,2025-06-08,2025-06-12,4,179.0,174.0,False,2025-07-17,2025-07-24,7.0,Incorrect Delivery,992.96,Pending
S00591,D00590,C00013,2025-06-08,2025-06-12,4,488.0,255.0,False,2025-07-17,2025-07-24,7.0,Incorrect Delivery,992.96,Pending
S00592,D00591,C00259,2025-04-02,2025-04-12,10,,,False,2025-08-05,2025-08-08,3.0,Delay,442.13,Approved
S00593,D00592,C00218,2025-05-14,2025-05-18,4,710.0,124.0,False,2025-04-18,2025-04-27,9.0,Delay,853.76,Pending
S00593,D00592,C00218,2025-05-14,2025-05-18,4,310.0,141.0,False,2025-04-18,2025-04-27,9.0,Delay,853.76,Pending
S00594,D00593,,2025-06-20,2025-06-26,6,59.0,248.0,True,,,,,,
S00595,D00594,,2025-07-13,2025-07-16,3,312.0,221.0,False,,,,,,
S00596,D00595,,2025-05-05,2025-05-13,8,510.0,159.0,False,,,,,,
S00597,D00596,,2025-07-19,2025-07-24,5,,,False,,,,,,
S00598,D00597,,2025-04-02,2025-04-04,2,,,False,,,,,,
S00599,D00598,,2025-04-20,2025-04-22,2,,,False,,,,,,
S00600,D00599,,2025-04-07,2025-04-15,8,772.0,186.0,False,,,,,,
S00600,D00599,,2025-04-07,2025-04-15,8,279.0,108.0,False,,,,,,
S00600,D00599,,2025-04-07,2025-04-15,8,272.0,241.0,False,,,,,,
S00600,D00599,,2025-04-07,2025-04-15,8,110.0,251.0,True,,,,,,
S00601,D00600,,2025-03-24,2025-04-02,9,956.0,177.0,False,,,,,,
S00602,D00601,,2025-06-23,2025-06-30,7,,,False,,,,,,
S00603,D00602,C00076,2025-06-10,2025-06-17,7,,,False,2025-08-07,2025-08-16,9.0,Incorrect Delivery,699.88,Pending
S00604,D00603,,2025-06-01,2025-06-08,7,29.0,220.0,True,,,,,,
S00605,D00604,,2025-07-11,2025-07-15,4,706.0,142.0,False,,,,,,
S00605,D00604,,2025-07-11,2025-07-15,4,454.0,290.0,False,,,,,,
S00606,D00605,,2025-05-14,2025-05-20,6,913.0,128.0,False,,,,,,
S00606,D00605,,2025-05-14,2025-05-20,6,690.0,177.0,False,,,,,,
S00607,D00606,C00223,2025-06-22,2025-07-01,9,85.0,138.0,True,2025-05-24,2025-06-01,8.0,Incorrect Delivery,246.46,Pending
S00608,D00607,,2025-04-05,2025-04-12,7,,,False,,,,,,
S00609,D00608,C00143,2025-03-29,2025-04-05,7,99.0,116.0,True,2025-06-10,2025-06-11,1.0,Damage,592.03,Rejected
S00610,D00609,,2025-06-10,2025-06-18,8,854.0,211.0,False,,,,,,
S00611,D00610,C00067,2025-07-08,2025-07-16,8,,,False,2025-07-27,2025-07-31,4.0,Lost Package,546.56,Pending
S00612,D00611,,2025-04-15,2025-04-23,8,942.0,205.0,False,,,,,,
S00613,D00612,,2025-06-07,2025-06-17,10,820.0,160.0,False,,,,,,
S00614,D00613,,2025-04-01,2025-04-10,9,735.0,123.0,False,,,,,,
S00615,D00614,,2025-05-04,2025-05-13,9,944.0,176.0,False,,,,,,
S00616,D00615,,2025-06-17,2025-06-27,10,,,False,,,,,,
S00617,D00616,C00130,2025-05-13,2025-05-16,3,988.0,129.0,False,2025-04-15,2025-04-18,3.0,Damage,482.42,Rejected
S00618,D00617,,2025-05-27,2025-06-04,8,784.0,241.0,False,,,,,,
S00618,D00617,,2025-05-27,2025-06-04,8,543.0,220.0,False,,,,,,
S00619,D00618,,2025-06-25,2025-07-04,9,102.0,250.0,True,,,,,,
S00620,D00619,,2025-05-16,2025-05-25,9,587.0,219.0,False,,,,,,
S00621,D00620,,2025-06-02,2025-06-05,3,,,False,,,,,,
S00622,D00621,C00002,2025-06-24,2025-07-04,10,386.0,121.0,False,2025-08-30,2025-09-18,19.0,Incorrect Delivery,566.76,Rejected
S00622,D00621,C00069,2025-06-24,2025-07-04,10,386.0,121.0,False,2025-05-20,2025-05-29,9.0,Incorrect Delivery,240.93,Approved
S00622,D00621,C00202,2025-06-24,2025-07-04,10,386.0,121.0,False,2025-06-21,2025-06-30,9.0,Incorrect Delivery,966.08,Pending
S00623,D00622,,2025-03-26,2025-04-01,6,186.0,286.0,True,,,,,,
S00623,D00622,,2025-03-26,2025-04-01,6,749.0,254.0,False,,,,,,
S00624,D00623,,2025-05-13,2025-05-18,5,921.0,246.0,False,,,,,,
S00625,D00624,,2025-05-28,2025-06-04,7,484.0,197.0,False,,,,,,
S00626,D00625,,2025-05-13,2025-05-15,2,393.0,176.0,False,,,,,,
S00627,D00626,,2025-03-28,2025-04-05,8,636.0,227.0,False,,,,,,
S00627,D00626,,2025-03-28,2025-04-05,8,479.0,162.0,False,,,,,,
S00628,D00627,,2025-07-01,2025-07-11,10,441.0,236.0,False,,,,,,
S00628,D00627,,2025-07-01,2025-07-11,10,341.0,113.0,False,,,,,,
S00628,D00627,,2025-07-01,2025-07-11,10,706.0,157.0,False,,,,,,
S00629,D00628,C00128,2025-06-06,2025-06-14,8,357.0,157.0,False,2025-08-21,2025-08-30,9.0,Damage,892.3,Pending
S00629,D00628,C00128,2025-06-06,2025-06-14,8,740.0,103.0,False,2025-08-21,2025-08-30,9.0,Damage,892.3,Pending
S00629,D00628,C00164,2025-06-06,2025-06-14,8,357.0,157.0,False,2025-07-23,2025-07-25,2.0,Incorrect Delivery,488.21,Approved
S00629,D00628,C00164,2025-06-06,2025-06-14,8,740.0,103.0,False,2025-07-23,2025-07-25,2.0,Incorrect Delivery,488.21,Approved
S00630,D00629,,2025-06-05,2025-06-09,4,,,False,,,,,,
S00631,D00630,,2025-05-11,2025-05-15,4,160.0,117.0,False,,,,,,
S00632,D00631,,2025-06-03,2025-06-10,7,458.0,204.0,False,,,,,,
S00632,D00631,,2025-06-03,2025-06-10,7,280.0,243.0,False,,,,,,
S00632,D00631,,2025-06-03,2025-06-10,7,487.0,220.0,False,,,,,,
S00633,D00632,C00020,2025-03-12,2025-03-18,6,,,False,2025-08-18,2025-08-29,11.0,Damage,501.84,Rejected
S00634,D00633,,2025-03-23,2025-04-01,9,820.0,141.0,False,,,,,,
S00634,D00633,,2025-03-23,2025-04-01,9,966.0,260.0,False,,,,,,
S00635,D00634,C00212,2025-03-11,2025-03-18,7,618.0,130.0,False,2025-09-03,2025-09-07,4.0,Delay,505.3,Rejected
S00636,D00635,,2025-03-17,2025-03-19,2,,,False,,,,,,
S00637,D00636,,2025-05-26,2025-06-01,6,,,False,,,,,,
S00638,D00637,,2025-05-24,2025-06-01,8,591.0,184.0,False,,,,,,
S00639,D00638,,2025-06-11,2025-06-19,8,182.0,183.0,True,,,,,,
S00640,D00639,,2025-05-19,2025-05-25,6,384.0,185.0,False,,,,,,
S00641,D00640,C00027,2025-04-06,2025-04-14,8,,,False,2025-07-03,2025-07-22,19.0,Delay,929.74,Pending
S00642,D00641,,2025-07-29,2025-07-31,2,884.0,260.0,False,,,,,,
S00643,D00642,,2025-03-27,2025-03-31,4,611.0,296.0,False,,,,,,
S00643,D00642,,2025-03-27,2025-03-31,4,99.0,293.0,True,,,,,,
S00644,D00643,,2025-06-07,2025-06-12,5,314.0,116.0,False,,,,,,
S00645,D00644,,2025-06-17,2025-06-24,7,,,False,,,,,,
S00646,D00645,C00096,2025-05-24,2025-06-01,8,544.0,294.0,False,2025-06-18,2025-06-21,3.0,Lost Package,185.57,Rejected
S00647,D00646,,2025-07-06,2025-07-09,3,491.0,263.0,False,,,,,,
S00647,D00646,,2025-07-06,2025-07-09,3,984.0,127.0,False,,,,,,
S00648,D00647,,2025-07-27,2025-07-30,3,382.0,104.0,False,,,,,,
S00649,D00648,,2025-06-30,2025-07-04,4,385.0,118.0,False,,,,,,
S00649,D00648,,2025-06-30,2025-07-04,4,597.0,160.0,False,,,,,,
S00649,D00648,,2025-06-30,2025-07-04,4,49.0,150.0,True,,,,,,
S00650,D00649,,2025-06-29,2025-07-02,3,,,False,,,,,,
S00651,D00650,,2025-07-01,2025-07-05,4,911.0,162.0,False,,,,,,
S00651,D00650,,2025-07-01,2025-07-05,4,428.0,207.0,False,,,,,,
S00651,D00650,,2025-07-01,2025-07-05,4,398.0,241.0,False,,,,,,
S00652,D00651,,2025-04-07,2025-04-16,9,883.0,203.0,False,,,,,,
S00652,D00651,,2025-04-07,2025-04-16,9,659.0,199.0,False,,,,,,
S00653,D00652,,2025-06-20,2025-06-27,7,1000.0,290.0,False,,,,,,
S00654,D00653,,2025-07-21,2025-07-30,9,495.0,196.0,False,,,,,,
S00654,D00653,,2025-07-21,2025-07-30,9,235.0,135.0,False,,,,,,
S00655,D00654,,2025-06-22,2025-06-24,2,825.0,262.0,False,,,,,,
S00656,D00655,,2025-06-30,2025-07-06,6,339.0,115.0,False,,,,,,
S00657,D00656,C00236,2025-05-06,2025-05-10,4,764.0,166.0,False,2025-05-05,2025-05-21,16.0,Damage,630.67,Pending
S00657,D00656,C00236,2025-05-06,2025-05-10,4,460.0,291.0,False,2025-05-05,2025-05-21,16.0,Damage,630.67,Pending
S00658,D00657,,2025-07-05,2025-07-11,6,800.0,150.0,False,,,,,,
S00659,D00658,,2025-04-30,2025-05-10,10,266.0,202.0,False,,,,,,
S00660,D00659,,2025-06-30,2025-07-08,8,790.0,182.0,False,,,,,,
S00661,D00660,C00007,2025-05-05,2025-05-14,9,277.0,241.0,False,2025-09-01,2025-09-12,11.0,Damage,833.21,Rejected
S00661,D00660,C00007,2025-05-05,2025-05-14,9,346.0,163.0,False,2025-09-01,2025-09-12,11.0,Damage,833.21,Rejected
S00662,D00661,,2025-03-25,2025-03-28,3,172.0,107.0,False,,,,,,
S00663,D00662,,2025-05-03,2025-05-07,4,,,False,,,,,,
S00664,D00663,,2025-07-06,2025-07-15,9,194.0,242.0,True,,,,,,
S00664,D00663,,2025-07-06,2025-07-15,9,58.0,128.0,True,,,,,,
S00665,D00664,,2025-07-16,2025-07-21,5,911.0,162.0,False,,,,,,
S00665,D00664,,2025-07-16,2025-07-21,5,428.0,207.0,False,,,,,,
S00665,D00664,,2025-07-16,2025-07-21,5,398.0,241.0,False,,,,,,
S00666,D00665,C00044,2025-04-30,2025-05-02,2,304.0,245.0,False,2025-05-22,2025-05-28,6.0,Damage,408.15,Approved
S00666,D00665,C00044,2025-04-30,2025-05-02,2,208.0,135.0,False,2025-05-22,2025-05-28,6.0,Damage,408.15,Approved
S00666,D00665,C00044,2025-04-30,2025-05-02,2,78.0,118.0,True,2025-05-22,2025-05-28,6.0,Damage,408.15,Approved
S00666,D00665,C00044,2025-04-30,2025-05-02,2,189.0,160.0,False,2025-05-22,2025-05-28,6.0,Damage,408.15,Approved
S00667,D00666,,2025-06-21,2025-07-01,10,,,False,,,,,,
S00668,D00667,,2025-07-04,2025-07-09,5,267.0,152.0,False,,,,,,
S00669,D00668,,2025-05-30,2025-06-05,6,,,False,,,,,,
S00670,D00669,,2025-07-29,2025-08-07,9,205.0,129.0,False,,,,,,
S00671,D00670,,2025-05-17,2025-05-27,10,,,False,,,,,,
S00672,D00671,,2025-03-21,2025-03-26,5,,,False,,,,,,
S00673,D00672,,2025-05-08,2025-05-12,4,,,False,,,,,,
S00674,D00673,,2025-04-25,2025-05-01,6,300.0,116.0,False,,,,,,
S00675,D00674,,2025-06-11,2025-06-21,10,,,False,,,,,,
S00676,D00675,,2025-03-13,2025-03-21,8,15.0,142.0,True,,,,,,
S00676,D00675,,2025-03-13,2025-03-21,8,302.0,128.0,False,,,,,,
S00677,D00676,C00024,2025-05-24,2025-05-28,4,134.0,196.0,True,2025-08-21,2025-08-31,10.0,Delay,509.81,Rejected
S00677,D00676,C00024,2025-05-24,2025-05-28,4,450.0,134.0,False,2025-08-21,2025-08-31,10.0,Delay,509.81,Rejected
S00678,D00677,C00021,2025-03-29,2025-04-03,5,146.0,193.0,True,2025-09-07,2025-09-27,20.0,Incorrect Delivery,939.16,Pending
S00679,D00678,,2025-07-07,2025-07-11,4,,,False,,,,,,
S00680,D00679,,2025-03-30,2025-04-07,8,706.0,142.0,False,,,,,,
S00680,D00679,,2025-03-30,2025-04-07,8,454.0,290.0,False,,,,,,
S00681,D00680,C00028,2025-06-08,2025-06-11,3,474.0,208.0,False,2025-04-29,2025-05-19,20.0,Lost Package,983.79,Pending
S00681,D00680,C00028,2025-06-08,2025-06-11,3,293.0,172.0,False,2025-04-29,2025-05-19,20.0,Lost Package,983.79,Pending
S00682,D00681,,2025-08-07,2025-08-10,3,589.0,297.0,False,,,,,,
S00683,D00682,C00107,2025-07-23,2025-07-29,6,829.0,261.0,False,2025-07-05,2025-07-12,7.0,Damage,845.93,Pending
S00684,D00683,C00004,2025-07-19,2025-07-27,8,115.0,293.0,True,2025-05-02,2025-05-20,18.0,Lost Package,266.19,Rejected
S00684,D00683,C00004,2025-07-19,2025-07-27,8,188.0,260.0,True,2025-05-02,2025-05-20,18.0,Lost Package,266.19,Rejected
S00685,D00684,,2025-03-29,2025-04-02,4,817.0,113.0,False,,,,,,
S00686,D00685,C00090,2025-07-29,2025-08-07,9,868.0,233.0,False,2025-08-17,2025-09-06,20.0,Lost Package,624.58,Pending
S00687,D00686,,2025-03-15,2025-03-21,6,,,False,,,,,,
S00688,D00687,C00232,2025-07-05,2025-07-09,4,426.0,145.0,False,2025-09-09,2025-09-10,1.0,Incorrect Delivery,743.38,Pending
S00688,D00687,C00232,2025-07-05,2025-07-09,4,523.0,124.0,False,2025-09-09,2025-09-10,1.0,Incorrect Delivery,743.38,Pending
S00689,D00688,,2025-07-06,2025-07-16,10,798.0,138.0,False,,,,,,
S00690,D00689,,2025-07-14,2025-07-20,6,222.0,263.0,True,,,,,,
S00691,D00690,C00110,2025-04-29,2025-05-03,4,892.0,258.0,False,2025-08-16,2025-08-30,14.0,Lost Package,812.32,Rejected
S00691,D00690,C00110,2025-04-29,2025-05-03,4,297.0,233.0,False,2025-08-16,2025-08-30,14.0,Lost Package,812.32,Rejected
S00691,D00690,C00110,2025-04-29,2025-05-03,4,534.0,173.0,False,2025-08-16,2025-08-30,14.0,Lost Package,812.32,Rejected
S00691,D00690,C00110,2025-04-29,2025-05-03,4,622.0,174.0,False,2025-08-16,2025-08-30,14.0,Lost Package,812.32,Rejected
S00691,D00690,C00110,2025-04-29,2025-05-03,4,492.0,141.0,False,2025-08-16,2025-08-30,14.0,Lost Package,812.32,Rejected
S00692,D00691,,2025-07-13,2025-07-15,2,959.0,101.0,False,,,,,,
S00692,D00691,,2025-07-13,2025-07-15,2,944.0,273.0,False,,,,,,
S00692,D00691,,2025-07-13,2025-07-15,2,750.0,170.0,False,,,,,,
S00693,D00692,C00066,2025-08-07,2025-08-15,8,,,False,2025-07-14,2025-07-28,14.0,Lost Package,502.14,Rejected
S00694,D00693,,2025-04-29,2025-05-08,9,957.0,275.0,False,,,,,,
S00694,D00693,,2025-04-29,2025-05-08,9,548.0,236.0,False,,,,,,
S00694,D00693,,2025-04-29,2025-05-08,9,494.0,231.0,False,,,,,,
S00695,D00694,,2025-08-08,2025-08-18,10,,,False,,,,,,
S00696,D00695,C00153,2025-04-30,2025-05-06,6,530.0,236.0,False,2025-08-29,2025-09-14,16.0,Delay,152.73,Rejected
S00697,D00696,,2025-06-14,2025-06-17,3,,,False,,,,,,
S00698,D00697,C00270,2025-07-14,2025-07-16,2,547.0,124.0,False,2025-05-19,2025-05-30,11.0,Lost Package,435.56,Pending
S00698,D00697,C00270,2025-07-14,2025-07-16,2,780.0,277.0,False,2025-05-19,2025-05-30,11.0,Lost Package,435.56,Pending
S00699,D00698,C00163,2025-08-07,2025-08-09,2,806.0,131.0,False,2025-05-12,2025-05-30,18.0,Lost Package,806.97,Rejected
S00700,D00699,C00156,2025-06-04,2025-06-13,9,877.0,122.0,False,2025-08-11,2025-08-29,18.0,Damage,304.36,Rejected
S00700,D00699,C00156,2025-06-04,2025-06-13,9,65.0,117.0,True,2025-08-11,2025-08-29,18.0,Damage,304.36,Rejected
S00701,D00700,,2025-03-24,2025-03-27,3,488.0,258.0,False,,,,,,
S00702,D00701,,2025-06-15,2025-06-23,8,209.0,232.0,True,,,,,,
S00703,D00702,,2025-03-18,2025-03-28,10,,,False,,,,,,
S00704,D00703,C00014,2025-05-25,2025-05-29,4,292.0,157.0,False,2025-06-14,2025-06-19,5.0,Incorrect Delivery,183.64,Pending
S00704,D00703,C00014,2025-05-25,2025-05-29,4,478.0,107.0,False,2025-06-14,2025-06-19,5.0,Incorrect Delivery,183.64,Pending
S00704,D00703,C00014,2025-05-25,2025-05-29,4,301.0,139.0,False,2025-06-14,2025-06-19,5.0,Incorrect Delivery,183.64,Pending
S00705,D00704,,2025-06-11,2025-06-14,3,422.0,268.0,False,,,,,,
S00705,D00704,,2025-06-11,2025-06-14,3,900.0,128.0,False,,,,,,
S00706,D00705,,2025-06-23,2025-07-01,8,519.0,157.0,False,,,,,,
S00706,D00705,,2025-06-23,2025-07-01,8,208.0,178.0,False,,,,,,
S00707,D00706,,2025-07-22,2025-07-29,7,,,False,,,,,,
S00708,D00707,,2025-05-19,2025-05-25,6,414.0,223.0,False,,,,,,
S00709,D00708,,2025-03-21,2025-03-23,2,207.0,193.0,False,,,,,,
S00710,D00709,,2025-03-26,2025-04-01,6,,,False,,,,,,
S00711,D00710,,2025-07-14,2025-07-23,9,848.0,199.0,False,,,,,,
S00711,D00710,,2025-07-14,2025-07-23,9,773.0,210.0,False,,,,,,
S00712,D00711,,2025-05-24,2025-06-02,9,29.0,220.0,True,,,,,,
S00713,D00712,,2025-03-31,2025-04-07,7,,,False,,,,,,
S00714,D00713,C00149,2025-07-31,2025-08-03,3,824.0,176.0,False,2025-05-30,2025-06-12,13.0,Incorrect Delivery,380.45,Rejected
S00715,D00714,,2025-03-15,2025-03-25,10,833.0,213.0,False,,,,,,
S00716,D00715,,2025-06-23,2025-06-25,2,,,False,,,,,,
S00717,D00716,,2025-03-14,2025-03-22,8,,,False,,,,,,
S00718,D00717,C00030,2025-05-28,2025-06-07,10,740.0,110.0,False,2025-07-20,2025-08-02,13.0,Lost Package,995.11,Approved
S00719,D00718,C00120,2025-06-08,2025-06-12,4,478.0,250.0,False,2025-06-26,2025-07-09,13.0,Lost Package,851.58,Approved
S00720,D00719,,2025-03-24,2025-03-31,7,,,False,,,,,,
S00721,D00720,C00246,2025-06-10,2025-06-12,2,,,False,2025-08-30,2025-09-14,15.0,Delay,988.1,Pending
S00722,D00721,,2025-03-13,2025-03-15,2,102.0,274.0,True,,,,,,
S00723,D00722,,2025-05-09,2025-05-15,6,,,False,,,,,,
S00724,D00723,,2025-03-23,2025-03-27,4,778.0,159.0,False,,,,,,
S00724,D00723,,2025-03-23,2025-03-27,4,139.0,284.0,True,,,,,,
S00725,D00724,,2025-03-23,2025-03-27,4,180.0,218.0,True,,,,,,
S00725,D00724,,2025-03-23,2025-03-27,4,737.0,213.0,False,,,,,,
S00726,D00725,,2025-08-01,2025-08-05,4,102.0,220.0,True,,,,,,
S00726,D00725,,2025-08-01,2025-08-05,4,736.0,166.0,False,,,,,,
S00727,D00726,,2025-06-25,2025-06-27,2,655.0,139.0,False,,,,,,
S00728,D00727,,2025-04-21,2025-04-23,2,886.0,209.0,False,,,,,,
S00728,D00727,,2025-04-21,2025-04-23,2,425.0,295.0,False,,,,,,
S00728,D00727,,2025-04-21,2025-04-23,2,681.0,168.0,False,,,,,,
S00728,D00727,,2025-04-21,2025-04-23,2,66.0,143.0,True,,,,,,
S00729,D00728,C00227,2025-04-03,2025-04-06,3,298.0,157.0,False,2025-05-28,2025-05-30,2.0,Delay,251.0,Pending
S00730,D00729,,2025-04-12,2025-04-22,10,30.0,266.0,True,,,,,,
S00731,D00730,,2025-04-27,2025-05-03,6,,,False,,,,,,
S00732,D00731,C00201,2025-08-09,2025-08-14,5,854.0,162.0,False,2025-05-11,2025-05-14,3.0,Damage,689.55,Pending
S00733,D00732,,2025-03-26,2025-04-05,10,925.0,194.0,False,,,,,,
S00733,D00732,,2025-03-26,2025-04-05,10,625.0,184.0,False,,,,,,
S00733,D00732,,2025-03-26,2025-04-05,10,124.0,114.0,False,,,,,,
S00734,D00733,,2025-07-26,2025-07-30,4,725.0,251.0,False,,,,,,
S00735,D00734,,2025-07-23,2025-07-29,6,,,False,,,,,,
S00736,D00735,,2025-05-02,2025-05-07,5,,,False,,,,,,
S00737,D00736,,2025-07-07,2025-07-13,6,913.0,128.0,False,,,,,,
S00737,D00736,,2025-07-07,2025-07-13,6,690.0,177.0,False,,,,,,
S00738,D00737,,2025-07-07,2025-07-14,7,256.0,188.0,False,,,,,,
S00739,D00738,,2025-05-17,2025-05-19,2,41.0,159.0,True,,,,,,
S00740,D00739,,2025-04-17,2025-04-24,7,146.0,193.0,True,,,,,,
S00741,D00740,,2025-08-05,2025-08-09,4,,,False,,,,,,
S00742,D00741,,2025-07-17,2025-07-22,5,,,False,,,,,,
S00743,D00742,,2025-04-01,2025-04-04,3,886.0,209.0,False,,,,,,
S00743,D00742,,2025-04-01,2025-04-04,3,425.0,295.0,False,,,,,,
S00743,D00742,,2025-04-01,2025-04-04,3,681.0,168.0,False,,,,,,
S00743,D00742,,2025-04-01,2025-04-04,3,66.0,143.0,True,,,,,,
S00744,D00743,,2025-06-11,2025-06-18,7,96.0,115.0,True,,,,,,
S00744,D00743,,2025-06-11,2025-06-18,7,806.0,215.0,False,,,,,,
S00745,D00744,,2025-03-21,2025-03-31,10,431.0,122.0,False,,,,,,
S00746,D00745,,2025-04-28,2025-05-08,10,,,False,,,,,,
S00747,D00746,,2025-03-19,2025-03-24,5,,,False,,,,,,
S00748,D00747,,2025-04-14,2025-04-18,4,,,False,,,,,,
S00749,D00748,,2025-06-18,2025-06-23,5,,,False,,,,,,
S00750,D00749,,2025-07-04,2025-07-07,3,603.0,155.0,False,,,,,,
S00750,D00749,,2025-07-04,2025-07-07,3,760.0,256.0,False,,,,,,
S00751,D00750,,2025-04-24,2025-04-29,5,321.0,126.0,False,,,,,,
S00752,D00751,,2025-08-01,2025-08-06,5,567.0,151.0,False,,,,,,
S00753,D00752,,2025-04-22,2025-04-29,7,229.0,136.0,False,,,,,,
S00754,D00753,,2025-06-03,2025-06-11,8,,,False,,,,,,
S00755,D00754,,2025-06-07,2025-06-09,2,944.0,176.0,False,,,,,,
S00756,D00755,,2025-06-07,2025-06-13,6,707.0,190.0,False,,,,,,
S00757,D00756,,2025-05-02,2025-05-10,8,,,False,,,,,,
S00758,D00757,C00194,2025-07-23,2025-07-26,3,944.0,176.0,False,2025-05-18,2025-05-22,4.0,Delay,882.88,Pending
S00759,D00758,,2025-06-08,2025-06-18,10,743.0,168.0,False,,,,,,
S00760,D00759,,2025-04-22,2025-04-27,5,103.0,106.0,True,,,,,,
S00761,D00760,,2025-07-01,2025-07-03,2,,,False,,,,,,
S00762,D00761,C00285,2025-06-20,2025-06-26,6,,,False,2025-06-04,2025-06-06,2.0,Lost Package,304.67,Approved
S00763,D00762,,2025-07-03,2025-07-13,10,,,False,,,,,,
S00764,D00763,,2025-03-13,2025-03-18,5,774.0,243.0,False,,,,,,
S00765,D00764,C00022,2025-04-28,2025-05-02,4,519.0,155.0,False,2025-04-24,2025-05-01,7.0,Delay,133.32,Rejected
S00766,D00765,,2025-07-03,2025-07-08,5,,,False,,,,,,
S00767,D00766,,2025-05-31,2025-06-07,7,,,False,,,,,,
S00768,D00767,,2025-03-17,2025-03-23,6,602.0,171.0,False,,,,,,
S00769,D00768,,2025-07-24,2025-07-30,6,,,False,,,,,,
S00770,D00769,,2025-06-27,2025-07-04,7,906.0,255.0,False,,,,,,
S00770,D00769,,2025-06-27,2025-07-04,7,330.0,209.0,False,,,,,,
S00771,D00770,C00157,2025-04-05,2025-04-11,6,,,False,2025-04-18,2025-04-26,8.0,Incorrect Delivery,286.43,Approved
S00772,D00771,,2025-03-14,2025-03-17,3,528.0,131.0,False,,,,,,
S00772,D00771,,2025-03-14,2025-03-17,3,537.0,143.0,False,,,,,,
S00772,D00771,,2025-03-14,2025-03-17,3,173.0,285.0,True,,,,,,
S00773,D00772,,2025-07-25,2025-08-04,10,945.0,287.0,False,,,,,,
S00774,D00773,,2025-03-15,2025-03-20,5,,,False,,,,,,
S00775,D00774,,2025-07-25,2025-07-29,4,333.0,163.0,False,,,,,,
S00775,D00774,,2025-07-25,2025-07-29,4,966.0,129.0,False,,,,,,
S00776,D00775,,2025-07-10,2025-07-17,7,481.0,127.0,False,,,,,,
S00777,D00776,,2025-07-10,2025-07-19,9,30.0,266.0,True,,,,,,
S00778,D00777,,2025-06-22,2025-06-26,4,,,False,,,,,,
S00779,D00778,C00125,2025-07-24,2025-07-28,4,698.0,232.0,False,2025-07-13,2025-07-22,9.0,Delay,842.97,Approved
S00779,D00778,C00125,2025-07-24,2025-07-28,4,330.0,102.0,False,2025-07-13,2025-07-22,9.0,Delay,842.97,Approved
S00779,D00778,C00125,2025-07-24,2025-07-28,4,633.0,278.0,False,2025-07-13,2025-07-22,9.0,Delay,842.97,Approved
S00779,D00778,C00125,2025-07-24,2025-07-28,4,650.0,251.0,False,2025-07-13,2025-07-22,9.0,Delay,842.97,Approved
S00780,D00779,,2025-07-09,2025-07-13,4,,,False,,,,,,
S00781,D00780,C00037,2025-06-18,2025-06-21,3,,,False,2025-08-11,2025-08-20,9.0,Delay,290.81,Pending
S00782,D00781,C00056,2025-05-24,2025-05-27,3,210.0,276.0,True,2025-05-18,2025-06-04,17.0,Damage,540.09,Approved
S00783,D00782,C00109,2025-05-20,2025-05-22,2,892.0,259.0,False,2025-05-28,2025-06-13,16.0,Damage,940.73,Rejected
S00784,D00783,,2025-07-25,2025-07-29,4,450.0,128.0,False,,,,,,
S00785,D00784,,2025-04-06,2025-04-09,3,550.0,149.0,False,,,,,,
S00786,D00785,,2025-07-15,2025-07-20,5,539.0,213.0,False,,,,,,
S00787,D00786,,2025-07-25,2025-07-29,4,,,False,,,,,,
S00788,D00787,,2025-04-23,2025-04-25,2,266.0,256.0,False,,,,,,
S00789,D00788,C00171,2025-06-16,2025-06-19,3,,,False,2025-06-13,2025-06-15,2.0,Incorrect Delivery,402.86,Approved
S00790,D00789,,2025-05-22,2025-05-25,3,,,False,,,,,,
S00791,D00790,,2025-06-21,2025-06-23,2,,,False,,,,,,
S00792,D00791,,2025-05-06,2025-05-12,6,454.0,282.0,False,,,,,,
S00792,D00791,,2025-05-06,2025-05-12,6,65.0,256.0,True,,,,,,
S00793,D00792,,2025-04-16,2025-04-25,9,,,False,,,,,,
S00794,D00793,C00297,2025-04-14,2025-04-21,7,,,False,2025-07-25,2025-07-28,3.0,Incorrect Delivery,299.6,Pending
S00795,D00794,,2025-04-01,2025-04-04,3,566.0,283.0,False,,,,,,
S00795,D00794,,2025-04-01,2025-04-04,3,297.0,138.0,False,,,,,,
S00795,D00794,,2025-04-01,2025-04-04,3,582.0,103.0,False,,,,,,
S00796,D00795,C00025,2025-04-08,2025-04-18,10,589.0,297.0,False,2025-06-10,2025-06-16,6.0,Damage,234.67,Approved
S00797,D00796,,2025-06-20,2025-06-24,4,483.0,183.0,False,,,,,,
S00797,D00796,,2025-06-20,2025-06-24,4,929.0,106.0,False,,,,,,
S00798,D00797,,2025-04-05,2025-04-12,7,76.0,162.0,True,,,,,,
S00798,D00797,,2025-04-05,2025-04-12,7,779.0,130.0,False,,,,,,
